Q62,Q4,Q6,Q8,a8shift,c8shift,a2on,c2on,a1stretch,c1stretch,a3on,c3on,a2shift,c2shift,a3shift,c3shift,a4stretch,c4stretch,a6on,c6on,a5stretch,c5stretch,a6shift,c6shift,a7stretch,c7stretch,a8stretch,c8stretch,a2stretch,c2stretch,a3stretch,c3stretch,a6stretch,c6stretch,a7on,c7on,a9shift,c9shift,SC8
704,,,,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm guessing,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,13
705,,,,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,10
706,,,,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm guessing,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,15
707,,,,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm guessing,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm guessing,13
708,,,,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,15
709,,,,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,14
710,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,14
711,,,,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,9
712,,,,On the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,9
713,,,,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,11
714,,,,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,11
715,,,,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,15
716,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,15
717,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,12
718,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm guessing,On the beat,I'm totally sure,Off the beat,I'm guessing,15
719,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,15
720,,,,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,15
721,,,,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm guessing,On the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,6
722,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,16
723,,,,On the beat,I'm guessing,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm guessing,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm guessing,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm guessing,13
900,,,,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,9
901,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,16
902,,,,On the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,7
903,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm guessing,Off the beat,I'm guessing,Off the beat,I think so,On the beat,I think so,Off the beat,I'm guessing,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm guessing,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm guessing,16
904,,,,Off the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,11
905,,,,Off the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm guessing,Off the beat,I'm totally sure,On the beat,I'm guessing,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm guessing,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,11
906,,,,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I'm guessing,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,15
907,,,,On the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,9
908,,,,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,On the beat,I'm guessing,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,8
909,,,,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm guessing,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,12
910,,,,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,13
911,,,,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm guessing,On the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,9
912,,,,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm guessing,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,8
913,,,,On the beat,I think so,On the beat,I'm guessing,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm guessing,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm guessing,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm guessing,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm guessing,On the beat,I'm totally sure,On the beat,I'm totally sure,12
914,,,,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,12
915,,,,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,14
916,,,,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,14
1001,,,,On the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,11
1002,,,,On the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I'm guessing,Off the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm guessing,On the beat,I'm guessing,On the beat,I think so,On the beat,I think so,On the beat,I'm guessing,9
1003,,,,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm guessing,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,12
1004,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,11
1005,,,,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,15
1006,,,,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,12
1007,,,,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,16
1008,,,,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,11
1009,,,,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,13
1010,,,,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,15
1011,,,,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I'm guessing,On the beat,I'm guessing,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm guessing,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm guessing,Off the beat,I think so,Off the beat,I think so,On the beat,I'm guessing,On the beat,I think so,12
1012,,,,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm totally sure,15
1013,,,,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I'm guessing,Off the beat,I'm totally sure,Off the beat,I'm guessing,On the beat,I think so,On the beat,I'm guessing,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,9
1014,,,,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I'm guessing,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,7
1015,,,,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm guessing,On the beat,I'm guessing,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I'm totally sure,9
1016,,,,On the beat,I'm guessing,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm guessing,On the beat,I think so,Off the beat,I'm guessing,On the beat,I'm totally sure,Off the beat,I'm totally sure,Off the beat,I'm guessing,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I'm totally sure,On the beat,I'm guessing,12
1017,,,,On the beat,I'm guessing,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I'm guessing,On the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I think so,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,8
1018,,,,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,On the beat,I think so,Off the beat,I'm guessing,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I'm guessing,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I'm totally sure,12
1019,,,,Off the beat,I think so,On the beat,I'm totally sure,Off the beat,I'm guessing,On the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I'm guessing,Off the beat,I'm guessing,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,Off the beat,I'm guessing,On the beat,I'm totally sure,On the beat,I'm guessing,15
1020,,,,On the beat,I think so,On the beat,I'm totally sure,On the beat,I'm guessing,On the beat,I think so,On the beat,I'm guessing,On the beat,I'm guessing,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,9
1021,,,,On the beat,I think so,On the beat,I think so,Off the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I think so,On the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm guessing,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm totally sure,On the beat,I think so,12
1022,,,,On the beat,I'm totally sure,On the beat,I'm totally sure,Off the beat,I'm guessing,On the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,Off the beat,I think so,On the beat,I think so,On the beat,I think so,Off the beat,I think so,On the beat,I'm guessing,Off the beat,I'm totally sure,Off the beat,I think so,Off the beat,I think so,On the beat,I'm guessing,On the beat,I'm totally sure,Off the beat,I'm guessing,12
"{""ImportId"":""QID648_TEXT""}","{""ImportId"":""QID14437192""}","{""ImportId"":""QID14437193""}","{""ImportId"":""QID14437194""}","{""ImportId"":""QID14437225""}","{""ImportId"":""QID14437226""}","{""ImportId"":""QID14437227""}","{""ImportId"":""QID14437200""}","{""ImportId"":""QID14437230""}","{""ImportId"":""QID14437197""}","{""ImportId"":""QID14437231""}","{""ImportId"":""QID14437205""}","{""ImportId"":""QID14437234""}","{""ImportId"":""QID14437202""}","{""ImportId"":""QID14437235""}","{""ImportId"":""QID14437207""}","{""ImportId"":""QID14437236""}","{""ImportId"":""QID14437209""}","{""ImportId"":""QID14437237""}","{""ImportId"":""QID14437213""}","{""ImportId"":""QID14437241""}","{""ImportId"":""QID14437240""}","{""ImportId"":""QID14437242""}","{""ImportId"":""QID14437215""}","{""ImportId"":""QID14437243""}","{""ImportId"":""QID14437218""}","{""ImportId"":""QID14437246""}","{""ImportId"":""QID14437221""}","{""ImportId"":""QID14437228""}","{""ImportId"":""QID14437229""}","{""ImportId"":""QID14437232""}","{""ImportId"":""QID14437233""}","{""ImportId"":""QID14437239""}","{""ImportId"":""QID14437238""}","{""ImportId"":""QID14437245""}","{""ImportId"":""QID14437244""}","{""ImportId"":""QID14437248""}","{""ImportId"":""QID14437247""}","{""ImportId"":""SC9""}"
Experimenter type in participant number.,In this example the beep-track is ON the beat of the music.,In this example the beep-track is OFF the beat of the music.,In this example the beep-track is also OFF the beat of the music.,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,Were the beeps ON the beat or OFF the beat?,How sure are you about this answer?,gmsi_bat
