"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"45740","32","text","0","45741","0.0-0.0","704",""
"6712","32","text","1","53457","0.0-1.0","704",""
"4336","32","text","2","58794","0.0-2.0","704",""
"57275","","survey-likert","3","117093","0.0-3.0","704","{""Q0"":""6"",""Q1"":""6"",""Q2"":""1"",""Q3"":""5"",""Q4"":""6"",""Q5"":""6"",""Q6"":""5"",""Q7"":""4"",""Q8"":""0"",""Q9"":""6""}"
"65253","","survey-likert","4","183362","0.0-4.0","704","{""Q0"":""1"",""Q1"":""4"",""Q2"":""0"",""Q3"":""0"",""Q4"":""5"",""Q5"":""6"",""Q6"":""0"",""Q7"":""6"",""Q8"":""4"",""Q9"":""5""}"
"73062","","survey-likert","5","257442","0.0-5.0","704","{""Q0"":""2"",""Q1"":""6"",""Q2"":""0"",""Q3"":""5"",""Q4"":""0"",""Q5"":""3"",""Q6"":""0"",""Q7"":""5"",""Q8"":""4"",""Q9"":""2"",""Q10"":""5""}"
"77897","","survey-likert","6","336351","0.0-6.0","704","{""Q0"":""4"",""Q1"":""2"",""Q2"":""4"",""Q3"":""2"",""Q4"":""4"",""Q5"":""1"",""Q6"":""2""}"
"11797","","survey-text","7","349160","0.0-7.0","704","{""Q0"":""voice\nvoice""}"
"10375","13","text","8","360536","0.0-8.0","704",""
"60479","","survey-likert","9","422037","0.0-9.0","704","{""Q0"":""4"",""Q1"":""5"",""Q2"":""4"",""Q3"":""4"",""Q4"":""6"",""Q5"":""3"",""Q6"":""6"",""Q7"":""6"",""Q8"":""3"",""Q9"":""4"",""Q10"":""2"",""Q11"":""3"",""Q12"":""1"",""Q13"":""5""}"
"51123","","survey-likert","10","474172","0.0-10.0","704","{""Q0"":""4"",""Q1"":""5"",""Q2"":""5""}"
"50817","","survey-likert","11","526002","0.0-11.0","704","{""Q0"":""1"",""Q1"":""2"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""1"",""Q7"":""2"",""Q8"":""0""}"
"17051","","survey-text","12","544058","0.0-12.0","704","{""Q0"":""19"",""Q1"":""FEMALE""}"
"5189","","survey-likert","13","550251","0.0-13.0","704","{""Q0"":""1""}"
"4692","","survey-text","14","555946","0.0-14.0","704","{""Q0"":""""}"
"13566","32","text","15","570513","0.0-15.0","704",""
