"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"1727","32","text","0","1732","0.0-0.0","1049",""
"313823","13","text","1","316557","0.0-1.0","1049",""
"9165","13","text","2","326724","0.0-2.0","1049",""
"69733","","survey-likert","3","397480","0.0-3.0","1049","{""Q0"":""6"",""Q1"":""4"",""Q2"":""6"",""Q3"":""2"",""Q4"":""6"",""Q5"":""6"",""Q6"":""6"",""Q7"":""6"",""Q8"":""0"",""Q9"":""5""}"
"87409","","survey-likert","4","485900","0.0-4.0","1049","{""Q0"":""5"",""Q1"":""6"",""Q2"":""1"",""Q3"":""0"",""Q4"":""6"",""Q5"":""6"",""Q6"":""2"",""Q7"":""6"",""Q8"":""6"",""Q9"":""6""}"
"80762","","survey-likert","5","567669","0.0-5.0","1049","{""Q0"":""6"",""Q1"":""6"",""Q2"":""2"",""Q3"":""6"",""Q4"":""0"",""Q5"":""6"",""Q6"":""4"",""Q7"":""6"",""Q8"":""6"",""Q9"":""1"",""Q10"":""6""}"
"110021","","survey-likert","6","678696","0.0-6.0","1049","{""Q0"":""3"",""Q1"":""4"",""Q2"":""2"",""Q3"":""0"",""Q4"":""4"",""Q5"":""2"",""Q6"":""6""}"
"9540","","survey-text","7","689288","0.0-7.0","1049","{""Q0"":""drums""}"
"4371","13","text","8","694661","0.0-8.0","1049",""
"68449","","survey-likert","9","764136","0.0-9.0","1049","{""Q0"":""1"",""Q1"":""4"",""Q2"":""1"",""Q3"":""4"",""Q4"":""1"",""Q5"":""6"",""Q6"":""4"",""Q7"":""3"",""Q8"":""3"",""Q9"":""4"",""Q10"":""3"",""Q11"":""5"",""Q12"":""0"",""Q13"":""2""}"
"29151","","survey-likert","10","794295","0.0-10.0","1049","{""Q0"":""3"",""Q1"":""7"",""Q2"":""7""}"
"32652","","survey-likert","11","827962","0.0-11.0","1049","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""0"",""Q7"":""0"",""Q8"":""0""}"
"13543","","survey-text","12","842509","0.0-12.0","1049","{""Q0"":""18"",""Q1"":""MALE""}"
"7187","","survey-likert","13","850700","0.0-13.0","1049","{""Q0"":""1""}"
"6684","","survey-text","14","858388","0.0-14.0","1049","{""Q0"":""""}"
"17190","32","text","15","876581","0.0-15.0","1049",""
