"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"2630","32","text","0","2634","0.0-0.0","739",""
"6306","32","text","1","9944","0.0-1.0","739",""
"4324","32","text","2","15270","0.0-2.0","739",""
"55841","","survey-likert","3","72130","0.0-3.0","739","{""Q0"":""5"",""Q1"":""6"",""Q2"":""3"",""Q3"":""4"",""Q4"":""2"",""Q5"":""5"",""Q6"":""6"",""Q7"":""5"",""Q8"":""2"",""Q9"":""4""}"
"79626","","survey-likert","4","152760","0.0-4.0","739","{""Q0"":""1"",""Q1"":""5"",""Q2"":""3"",""Q3"":""1"",""Q4"":""4"",""Q5"":""6"",""Q6"":""2"",""Q7"":""4"",""Q8"":""4"",""Q9"":""5""}"
"70790","","survey-likert","5","224559","0.0-5.0","739","{""Q0"":""3"",""Q1"":""2"",""Q2"":""4"",""Q3"":""5"",""Q4"":""5"",""Q5"":""4"",""Q6"":""0"",""Q7"":""6"",""Q8"":""4"",""Q9"":""2"",""Q10"":""6""}"
"59049","","survey-likert","6","284620","0.0-6.0","739","{""Q0"":""5"",""Q1"":""5"",""Q2"":""6"",""Q3"":""4"",""Q4"":""4"",""Q5"":""4"",""Q6"":""5""}"
"8187","","survey-text","7","293862","0.0-7.0","739","{""Q0"":""Bassoon""}"
"7734","32","text","8","302598","0.0-8.0","739",""
"40538","","survey-likert","9","344163","0.0-9.0","739","{""Q0"":""6"",""Q1"":""3"",""Q2"":""1"",""Q3"":""4"",""Q4"":""4"",""Q5"":""4"",""Q6"":""4"",""Q7"":""0"",""Q8"":""5"",""Q9"":""1"",""Q10"":""5"",""Q11"":""4"",""Q12"":""3"",""Q13"":""3""}"
"27088","","survey-likert","10","372260","0.0-10.0","739","{""Q0"":""2"",""Q1"":""4"",""Q2"":""8""}"
"41548","","survey-likert","11","414821","0.0-11.0","739","{""Q0"":""1"",""Q1"":""3"",""Q2"":""0"",""Q3"":""1"",""Q4"":""3"",""Q5"":""0"",""Q6"":""1"",""Q7"":""3"",""Q8"":""0""}"
"10847","","survey-text","12","426673","0.0-12.0","739","{""Q0"":""20"",""Q1"":""MALE""}"
"3811","","survey-likert","13","431489","0.0-13.0","739","{""Q0"":""1""}"
"4629","","survey-text","14","437121","0.0-14.0","739","{""Q0"":""""}"
"25535","32","text","15","463657","0.0-15.0","739",""
