"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"2772","32","text","0","2776","0.0-0.0","1307",""
"500","32","text","1","4278","0.0-1.0","1307",""
"700","32","text","2","5980","0.0-2.0","1307",""
"259242","","survey-likert","3","266262","0.0-3.0","1307","{""Q0"":""6"",""Q1"":""4"",""Q2"":""0"",""Q3"":""4"",""Q4"":""6"",""Q5"":""6"",""Q6"":""6"",""Q7"":""3"",""Q8"":""5"",""Q9"":""6""}"
"65100","","survey-likert","4","332386","0.0-4.0","1307","{""Q0"":""1"",""Q1"":""5"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""4"",""Q6"":""0"",""Q7"":""6"",""Q8"":""1"",""Q9"":""2""}"
"72946","","survey-likert","5","406346","0.0-5.0","1307","{""Q0"":""4"",""Q1"":""6"",""Q2"":""0"",""Q3"":""4"",""Q4"":""1"",""Q5"":""4"",""Q6"":""1"",""Q7"":""0"",""Q8"":""4"",""Q9"":""4"",""Q10"":""5""}"
"51574","","survey-likert","6","458928","0.0-6.0","1307","{""Q0"":""3"",""Q1"":""2"",""Q2"":""4"",""Q3"":""3"",""Q4"":""4"",""Q5"":""0"",""Q6"":""1""}"
"7458","","survey-text","7","467398","0.0-7.0","1307","{""Q0"":""Voice ""}"
"5952","32","text","8","474350","0.0-8.0","1307",""
"33088","","survey-likert","9","508462","0.0-9.0","1307","{""Q0"":""6"",""Q1"":""6"",""Q2"":""0"",""Q3"":""4"",""Q4"":""2"",""Q5"":""5"",""Q6"":""5"",""Q7"":""2"",""Q8"":""1"",""Q9"":""6"",""Q10"":""5"",""Q11"":""5"",""Q12"":""0"",""Q13"":""6""}"
"32572","","survey-likert","10","542054","0.0-10.0","1307","{""Q0"":""6"",""Q1"":""4"",""Q2"":""5""}"
"52792","","survey-likert","11","595862","0.0-11.0","1307","{""Q0"":""1"",""Q1"":""4"",""Q2"":""0"",""Q3"":""1"",""Q4"":""4"",""Q5"":""0"",""Q6"":""1"",""Q7"":""4"",""Q8"":""0""}"
"16020","","survey-text","12","612904","0.0-12.0","1307","{""Q0"":""20"",""Q1"":""MALE""}"
"5076","","survey-likert","13","618986","0.0-13.0","1307","{""Q0"":""1""}"
"6930","","survey-text","14","626934","0.0-14.0","1307","{""Q0"":""N/A""}"
"4852","32","text","15","632788","0.0-15.0","1307",""
