"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"1150","32","text","0","1153","0.0-0.0","971",""
"4726567","32","text","1","4728726","0.0-1.0","971",""
"13258","32","text","2","4742988","0.0-2.0","971",""
"57300","","survey-likert","3","4801308","0.0-3.0","971","{""Q0"":""2"",""Q1"":""6"",""Q2"":""3"",""Q3"":""4"",""Q4"":""6"",""Q5"":""5"",""Q6"":""6"",""Q7"":""4"",""Q8"":""3"",""Q9"":""5""}"
"60872","","survey-likert","4","4863195","0.0-4.0","971","{""Q0"":""1"",""Q1"":""4"",""Q2"":""2"",""Q3"":""0"",""Q4"":""4"",""Q5"":""5"",""Q6"":""0"",""Q7"":""5"",""Q8"":""4"",""Q9"":""2""}"
"49462","","survey-likert","5","4913675","0.0-5.0","971","{""Q0"":""3"",""Q1"":""5"",""Q2"":""1"",""Q3"":""5"",""Q4"":""0"",""Q5"":""3"",""Q6"":""2"",""Q7"":""3"",""Q8"":""5"",""Q9"":""4"",""Q10"":""5""}"
"82462","","survey-likert","6","4997148","0.0-6.0","971","{""Q0"":""5"",""Q1"":""4"",""Q2"":""3"",""Q3"":""1"",""Q4"":""4"",""Q5"":""1"",""Q6"":""2""}"
"7625","","survey-text","7","5005780","0.0-7.0","971","{""Q0"":""voice""}"
"3892","32","text","8","5010677","0.0-8.0","971",""
"33305","","survey-likert","9","5045006","0.0-9.0","971","{""Q0"":""4"",""Q1"":""3"",""Q2"":""0"",""Q3"":""4"",""Q4"":""1"",""Q5"":""4"",""Q6"":""4"",""Q7"":""6"",""Q8"":""6"",""Q9"":""3"",""Q10"":""6"",""Q11"":""5"",""Q12"":""4"",""Q13"":""3""}"
"17125","","survey-likert","10","5063139","0.0-10.0","971","{""Q0"":""3"",""Q1"":""5"",""Q2"":""5""}"
"52018","","survey-likert","11","5116171","0.0-11.0","971","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""1"",""Q4"":""2"",""Q5"":""0"",""Q6"":""1"",""Q7"":""2"",""Q8"":""0""}"
"15753","","survey-text","12","5132929","0.0-12.0","971","{""Q0"":""19"",""Q1"":""FEMALE\n""}"
"6285","","survey-likert","13","5140218","0.0-13.0","971","{""Q0"":""1""}"
"6283","","survey-text","14","5147506","0.0-14.0","971","{""Q0"":""""}"
"14628","32","text","15","5163136","0.0-15.0","971",""
